_ROW,_FIVETRAN_SYNCED,SURVEY_ID,GROUP_NAME,FILTER_ID,CRITERIA,NAME,COUNT,SURVEY_LABEL,READ_ONLY,ID
528,2025-11-04 14:04:30,373075,"Frequency (1, 2-3, 4-9, 10-19, 20+)",21361293,(Q3=1),1,378,HISPANIC,FALSE,21361293
51,2025-11-04 14:04:30,374821,Past Brand Recency - Grubhub,22228331,(Q235_5 in (2)),Less than once a week,2527,CORE,FALSE,22228331
427,2025-11-04 14:04:30,373075,Creative,24878457,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724293)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724293)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724293)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878457 and type='mapctrlbanner'))))",Format - VID,3290,HISPANIC,TRUE,24878457
131,2025-11-04 14:04:30,374821,TV Network,24629942,(Q689>0) OR (Q253=0),Nickelodeon,6894,CORE,FALSE,24629942
123,2025-11-04 14:04:30,374821,Site All Hits,24090264,"q4 in (select bannerid from adServerBanners where campaignid=79821 and site=21410) or ID IN (select id from answers374821 cross apply [SQL#].[String_Split4k](Q2, ',', 2) SplitTable cross apply [SQL#].[String_Split4k](SplitTable.SplitVal, '-', 2) bannerid where bannerid.SplitNum = 1 and bannerid.SplitVal in ( select value from dbo.surveyfilterelements WHERE surveyfilterelements.filterid=24090264 and type='in-clause' and surveyfilterelements.question='Q2' ) )",Katz (US),392,CORE,FALSE,24090264
500,2025-11-04 14:04:30,373075,Delivery Item,21583711,"(substring(Q257,5,1)='2')","Flowers (e.g., bouquets, flowers, potted plants, etc.)",1582,HISPANIC,FALSE,21583711
107,2025-11-04 14:04:30,374821,DashPass Use,22358842,(Q200_1 in (3)),Have not heard of it,2298,CORE,FALSE,22358842
600,2025-11-04 14:04:30,373075,Site All Hits,25000308,(Q4 = '12594675') or (Q2 like '%12594675%'),Amazon CTV (IN),0,HISPANIC,FALSE,25000308
544,2025-11-04 14:04:30,373075,Gender,21583718,(Q267=3),I prefer to self identify,11,HISPANIC,FALSE,21583718
488,2025-11-04 14:04:30,373075,Creative,24878563,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724326)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724326)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724326)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878563 and type='mapctrlbanner'))))",Theme - Your Door to More,1157,HISPANIC,TRUE,24878563
196,2025-11-04 14:04:30,374821,Creative,24968941,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727432)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727432)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727432)
		)
	)
))",Placement Location - Reels,392,CORE,FALSE,24968941
111,2025-11-04 14:04:30,374821,Segment,22433049,(Q188_1 in (0)),First Choice Consideration,5034,CORE,FALSE,22433049
540,2025-11-04 14:04:30,373075,Frequency,21361305,(Q3= 7),7,91,HISPANIC,FALSE,21361305
484,2025-11-04 14:04:30,373075,Creative,24878559,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724339)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724339)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724339)
		)
	)
))",Theme - Surveillance NBA,0,HISPANIC,FALSE,24878559
431,2025-11-04 14:04:30,373075,Creative,24878473,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (684293)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (684293)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (684293)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878473 and type='mapctrlbanner'))))",Patrice Publishers - Spotify,1595,HISPANIC,TRUE,24878473
423,2025-11-04 14:04:30,373075,Creative,24878453,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724314)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724314)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724314)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878453 and type='mapctrlbanner'))))",Format - AUD,1611,HISPANIC,TRUE,24878453
137,2025-11-04 14:04:30,374821,Site All Hits,24800369,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=29524) or (Q2 like '%12678951%' or Q2 like '%12678952%' or Q2 like '%12678953%' or Q2 like '%12678954%'),Footballco (US),0,CORE,FALSE,24800369
604,2025-11-04 14:04:30,373075,Site All Hits,25000310,(Q4 = '12600804') or (Q2 like '%12600804%'),Amazon Mobile (DE),0,HISPANIC,FALSE,25000310
127,2025-11-04 14:04:30,374821,Site All Hits,24106538,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=29456) or (Q2 like '%12622981%' or Q2 like '%12622982%' or Q2 like '%12622983%' or Q2 like '%12622984%' or Q2 like '%12622985%'),Olyzon.TV (US),378,CORE,FALSE,24106538
494,2025-11-04 14:04:30,373075,Delivery Category,21583705,"(substring(Q256,4,1)='2')","Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",3143,HISPANIC,FALSE,21583705
118,2025-11-04 14:04:30,374821,Site All Hits,23589337,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=27419) or (Q2 like '%12571522%'),Pandora Podcast Select (US),469,CORE,FALSE,23589337
119,2025-11-04 14:04:30,374821,Site All Hits,23589492,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=27304) or (Q2 like '%12571537%' or Q2 like '%12571538%' or Q2 like '%12571539%'),Audioboom Podcast (US),132,CORE,FALSE,23589492
596,2025-11-04 14:04:30,373075,Site All Hits,25000296,(Q4 = '12594076') or (Q2 like '%12594076%'),Amazon CTV  (UK),0,HISPANIC,FALSE,25000296
254,2025-11-04 14:04:30,374821,Creative,24968999,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727417)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727417)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727417)
		)
	)
))",Placement Publisher - Trip Advisor,821,CORE,FALSE,24968999
447,2025-11-04 14:04:30,373075,Creative,24878513,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724374)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724374)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724374)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878513 and type='mapctrlbanner'))))",Placement Targeting Tactic - Behavioral,1460,HISPANIC,TRUE,24878513
592,2025-11-04 14:04:30,373075,Site All Hits,25000314,(Q4 = '12603703') or (Q2 like '%12603703%'),Amazon (NL),0,HISPANIC,FALSE,25000314
584,2025-11-04 14:04:30,373075,Past Brand Usage - Have Tried,21587523,(Q261_2 in (1)),Uber Eats,2996,HISPANIC,FALSE,21587523
595,2025-11-04 14:04:30,373075,Site All Hits,25000302,(Q4 = '12594096') or (Q2 like '%12594096%'),Amazon CTV  (ES),0,HISPANIC,FALSE,25000302
588,2025-11-04 14:04:30,373075,Site All Hits,25000312,(Q4 = '12601498') or (Q2 like '%12601498%'),Amazon (DE),0,HISPANIC,FALSE,25000312
1,2025-11-04 14:04:30,374821,Site All Hits,21967686,"q4 in (select bannerid from adServerBanners where campaignid=79821 and site=18518) or ID IN (select id from answers374821 cross apply [SQL#].[String_Split4k](Q2, ',', 2) SplitTable cross apply [SQL#].[String_Split4k](SplitTable.SplitVal, '-', 2) bannerid where bannerid.SplitNum = 1 and bannerid.SplitVal in ( select value from dbo.surveyfilterelements WHERE surveyfilterelements.filterid=21967686 and type='in-clause' and surveyfilterelements.question='Q2' ) )",Raptive (fka CafeMedia)(US),1861,CORE,FALSE,21967686
580,2025-11-04 14:04:30,373075,Past Brand Usage - Have Tried,21587528,(Q261_4 in (1)),Amazon,3612,HISPANIC,FALSE,21587528
443,2025-11-04 14:04:30,373075,Creative,24878500,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724369)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724369)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724369)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878500 and type='mapctrlbanner'))))",Placement Targeting Tactic - 2P Contextual,1231,HISPANIC,TRUE,24878500
435,2025-11-04 14:04:30,373075,Creative,24878478,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724312)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724312)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724312)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878478 and type='mapctrlbanner'))))",Placement Device - CTV,1974,HISPANIC,TRUE,24878478
534,2025-11-04 14:04:30,373075,Frequency,21361299,(Q3>=10),10+,1010,HISPANIC,FALSE,21361299
297,2025-11-04 14:04:30,374821,Creative,24969043,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727230)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727230)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727230)
		)
	)
))",Size/Length - 15s,8143,CORE,FALSE,24969043
439,2025-11-04 14:04:30,373075,Creative,24878496,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724319)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724319)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724319)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878496 and type='mapctrlbanner'))))",Placement Quarter - Q3'25,1628,HISPANIC,TRUE,24878496
520,2025-11-04 14:04:30,373075,"Frequency (1, 2-3, 4+)",21361286,Q3=1,1,378,HISPANIC,FALSE,21361286
497,2025-11-04 14:04:30,373075,Delivery Category,21583702,"(substring(Q256,1,1)='2')","Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",3541,HISPANIC,FALSE,21583702
43,2025-11-04 14:04:30,374821,Past Brand Recency - Instacart,22228323,(Q235_3 in (2)),Less than once a week,2817,CORE,FALSE,22228323
419,2025-11-04 14:04:30,373075,Creative,24878449,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724350)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724350)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724350)
		)
	)
))",Campaign - Resurrection,0,HISPANIC,FALSE,24878449
62,2025-11-04 14:04:30,374821,Ethnicity,22228342,"(substring(Q239,5,1)='2')",Native American,497,CORE,FALSE,22228342
54,2025-11-04 14:04:30,374821,Gender,22228334,(Q238=1),Female,12791,CORE,FALSE,22228334
508,2025-11-04 14:04:30,373075,Employment Status,21583722,(Q268=2),Self-employed,345,HISPANIC,FALSE,21583722
552,2025-11-04 14:04:30,373075,Last Delivery,21583695,(Q255=1),Within the past 1-2 weeks,1212,HISPANIC,FALSE,21583695
132,2025-11-04 14:04:30,374821,TV Network,24629943,(Q688>0) OR (Q253=0),Monumental Sports Network,6893,CORE,FALSE,24629943
548,2025-11-04 14:04:30,373075,Language,21583684,(Q157=0),English /Inglés,4559,HISPANIC,FALSE,21583684
151,2025-11-04 14:04:30,374821,Creative,24968895,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727355)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727355)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727355)
		)
	)
))",Creative Publisher - DSE,0,CORE,FALSE,24968895
140,2025-11-04 14:04:30,374821,Site,25033388,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=259),Hearst Corporation (US),0,CORE,FALSE,25033388
57,2025-11-04 14:04:30,374821,Gender,22228337,(Q238=4),Prefer not to answer,73,CORE,FALSE,22228337
476,2025-11-04 14:04:30,373075,Creative,24878551,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724351)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724351)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724351)
		)
	)
))",Theme - Pizza Bonanza,0,HISPANIC,FALSE,24878551
637,2025-11-04 14:04:30,373075,Site,25000277,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=26592),Amazon (MX),0,HISPANIC,FALSE,25000277
294,2025-11-04 14:04:30,374821,Creative,24969040,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727241)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727241)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727241)
		)
	)
))",Size/Length - 120x45,1625,CORE,FALSE,24969040
542,2025-11-04 14:04:30,373075,Frequency,21361307,(Q3= 9),9,60,HISPANIC,FALSE,21361307
312,2025-11-04 14:04:30,374821,Creative,24969058,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727289)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727289)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727289)
		)
	)
))",Size/Length - 640x300,21,CORE,FALSE,24969058
480,2025-11-04 14:04:30,373075,Creative,24878555,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724345)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724345)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724345)
		)
	)
))",Theme - Stacking Wins,0,HISPANIC,FALSE,24878555
486,2025-11-04 14:04:30,373075,Creative,24878561,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724353)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724353)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724353)
		)
	)
))",Theme - Vacuum Cleaner,0,HISPANIC,FALSE,24878561
526,2025-11-04 14:04:30,373075,"Frequency (1, 2-3, 4-9, 10+)",21361291,Q3 between 2 and 3,2-3,378,HISPANIC,FALSE,21361291
391,2025-11-04 14:04:30,374821,TV Network (All Hits),24637073,"ID IN (
           select distinct id from answers374821 with(nolock)
                cross apply [dbo].[splitstring](ISNULL(Q127, '') , ',') callsign
                where callsign.Value in 
                             (
                             select Value
                             from dbo.surveyfilterelements 
                             WHERE surveyfilterelements.filterid=24637073
                             and type='in-clause' and surveyfilterelements.question='Q127'
                             )
                            )",ABC-7,33,CORE,TRUE,24637073
99,2025-11-04 14:04:30,374821,Age,22236729,(Q166 BETWEEN 35 AND 44),35-44,9347,CORE,FALSE,22236729
65,2025-11-04 14:04:30,374821,Ethnicity,22228345,"(substring(Q239,8,1)='2')",Prefer not to answer,113,CORE,FALSE,22228345
489,2025-11-04 14:04:30,373075,DashPass Use,21594966,(Q194_1 in (3)),Have not heard of it,965,HISPANIC,TRUE,21594966
387,2025-11-04 14:04:30,374821,Site,25033280,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=22778),Amazon Tablet (CA),0,CORE,FALSE,25033280
103,2025-11-04 14:04:30,374821,Site All Hits,22237599,(q4 in (select bannerid from adServerBanners where campaignid=79821 and site=24483) or (Q2 like '%12433378%' or Q2 like '%12433391%' or Q2 like '%12433429%' or Q2 like '%12433465%' or Q2 like '%12443236%')),YouTube,808,CORE,FALSE,22237599
587,2025-11-04 14:04:30,373075,Site All Hits,25000286,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=5068) or (Q2 like '%12504876%' or Q2 like '%12593932%' or Q2 like '%12594064%' or Q2 like '%12687812%' or Q2 like '%12689948%'),Amazon (CA),0,HISPANIC,FALSE,25000286
110,2025-11-04 14:04:30,374821,Site All Hits,22379511,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=28360) or (Q2 like '%12462659%' or Q2 like '%12462660%' or Q2 like '%12462661%' or Q2 like '%12462662%'),Instagram Consented  (Meta DI) (US),720,CORE,FALSE,22379511
